Gene symbol	Con1__3
A1BG	0
A1BG-AS1	0.634915
A1CF	6.01932
A2M	0
A2M-AS1	3.08237
A2ML1	2.92258
A2MP1	0
A3GALT2	22.7271
A4GALT	2.59134
A4GNT	0
AA06	0
AAAS	0
AACS	2.34425
AACSP1	19.248
AADAC	0
AADACL2	0
AADACL2-AS1	2.48049
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	23.1238
AAED1	0
AAGAB	3.80913
AAK1	12.7649
AAMDC	0
AAMP	0
AANAT	21.1634
AAR2	15.5141
AARD	4.64873
AARS	1.93914
AARS2	1.59275
AARSD1	16.9876
AASDH	0
AASDHPPT	0.917753
AASS	1.92835
AATBC	6.08578
AATF	0
AATK	1.74093
AATK-AS1	0
ABALON	0
ABAT	10.5443
ABCA1	2.35432
ABCA10	3.96243
ABCA11P	28.2451
ABCA12	0.461736
ABCA13	0.35668
ABCA17P	3.05242
ABCA2	3.20714
ABCA3	0.945397
ABCA4	0
ABCA5	5.89863
ABCA6	0
ABCA7	2.56883
ABCA8	0.20933
ABCA9	4.38018
ABCA9-AS1	0
ABCB1	0.269423
ABCB10	0.666112
ABCB11	7.44426
ABCB4	0
ABCB5	27.5581
ABCB6	2.16543
ABCB7	0
ABCB8	0
ABCB9	0
ABCC1	0
ABCC10	0.251863
ABCC11	0
ABCC12	0
ABCC13	0.465408
ABCC2	0
ABCC3	8.43436
ABCC4	6.32687
ABCC5	3.44526
ABCC5-AS1	0
ABCC6	1.73097
ABCC6P1	14.5208
ABCC6P2	0
ABCC8	6.69731
ABCC9	314.126
ABCD1	0
ABCD2	11.5863
ABCD3	4.6374
ABCD4	0
ABCE1	2.43969
ABCF1	0
ABCF2	24.5527
ABCF3	0
ABCG1	10.3117
ABCG2	5.37501
ABCG4	0
ABCG5	0.961899
ABCG8	12.889
ABHD1	19.809
ABHD10	4.12646
ABHD11	5.35031
ABHD11-AS1	0
ABHD12	10.4887
ABHD12B	0
ABHD13	0
ABHD14A	0
ABHD14A-ACY1	0
ABHD14B	0
ABHD15	20.0962
ABHD16A	3.62116
ABHD16B	0
ABHD17A	5.42323
ABHD17B	0.420152
