Gene symbol	Con3__3
A1BG	3.14179
A1BG-AS1	0.322549
A1CF	0.034177
A2M	0
A2M-AS1	0
A2ML1	0
A2MP1	0
A3GALT2	0.151661
A4GALT	3.65234
A4GNT	0
AA06	0
AAAS	28.646
AACS	17.0618
AACSP1	0
AADAC	0.0886135
AADACL2	0
AADACL2-AS1	0
AADACL3	0
AADACL4	0
AADACP1	0.0572467
AADAT	3.73478
AAED1	15.6343
AAGAB	29.2451
AAK1	5.82378
AAMDC	26.2196
AAMP	61.6491
AANAT	0.151107
AAR2	34.6049
AARD	1.178
AARS	81.3602
AARS2	6.40579
AARSD1	14.5983
AASDH	1.87953
AASDHPPT	10.5688
AASS	2.82866
AATBC	0
AATF	49.4547
AATK	0.025363
AATK-AS1	0
ABALON	87.7522
ABAT	0.215629
ABCA1	24.5386
ABCA10	0
ABCA11P	2.14689
ABCA12	0.126142
ABCA13	0.0878231
ABCA17P	0
ABCA2	3.53339
ABCA3	1.86813
ABCA4	0
ABCA5	0.407609
ABCA6	0.0366052
ABCA7	1.82245
ABCA8	0.0900592
ABCA9	0.0101906
ABCA9-AS1	0
ABCB1	0
ABCB10	4.57508
ABCB11	0
ABCB4	0
ABCB5	0
ABCB6	5.45324
ABCB7	7.72548
ABCB8	13.1752
ABCB9	4.86349
ABCC1	13.5032
ABCC10	2.21528
ABCC11	0.0284189
ABCC12	0
ABCC13	0
ABCC2	1.46972
ABCC3	15.3772
ABCC4	14.9164
ABCC5	3.49737
ABCC5-AS1	0
ABCC6	0.495806
ABCC6P1	0.0493065
ABCC6P2	0.371023
ABCC8	0
ABCC9	1.46151
ABCD1	8.17013
ABCD2	0.108854
ABCD3	18.432
ABCD4	4.11171
ABCE1	33.8542
ABCF1	28.2437
ABCF2	51.6313
ABCF3	33.6076
ABCG1	0
ABCG2	2.82799
ABCG4	0
ABCG5	0
ABCG8	0
ABHD1	0.100025
ABHD10	11.1932
ABHD11	16.6283
ABHD11-AS1	2.29871
ABHD12	48.6899
ABHD12B	0
ABHD13	5.3137
ABHD14A	11.3542
