Gene symbol	Con1__1
A1BG	0
A1BG-AS1	0
A1CF	4.98646
A2M	0.248565
A2M-AS1	5.61856
A2ML1	3.76654
A2MP1	0
A3GALT2	8.32244
A4GALT	2.95265
A4GNT	0
AA06	0
AAAS	0
AACS	2.48986
AACSP1	14.1476
AADAC	0
AADACL2	0
AADACL2-AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	20.4923
AAED1	0
AAGAB	4.23906
AAK1	9.72051
AAMDC	0
AAMP	0
AANAT	27.1103
AAR2	9.74748
AARD	4.24019
AARS	0.353067
AARS2	0.724559
AARSD1	22.3053
AASDH	0
AASDHPPT	0.835791
AASS	1.55912
AATBC	4.02712
AATF	0
AATK	0
AATK-AS1	0
ABALON	0
ABAT	10.5527
ABCA1	2.67556
ABCA10	2.52275
ABCA11P	21.7939
ABCA12	0
ABCA13	1.03745
ABCA17P	5.27764
ABCA2	1.24977
ABCA3	0.343927
ABCA4	0
ABCA5	7.92294
ABCA6	0
ABCA7	0.834367
ABCA8	0.190401
ABCA9	1.44868
ABCA9-AS1	0
ABCB1	0.245136
ABCB10	1.21249
ABCB11	5.56351
ABCB4	0
ABCB5	37.733
ABCB6	3.94358
ABCB7	0
ABCB8	0
ABCB9	0
ABCC1	0
ABCC10	0
ABCC11	0
ABCC12	0
ABCC13	0
ABCC2	0
ABCC3	8.87467
ABCC4	7.29835
ABCC5	4.50483
ABCC5-AS1	0
ABCC6	2.47458
ABCC6P1	14.9891
ABCC6P2	0
ABCC8	5.15563
ABCC9	297.451
ABCD1	0
ABCD2	15.9175
ABCD3	4.54581
ABCD4	0
ABCE1	0
ABCF1	0
ABCF2	27.4548
ABCF3	0
ABCG1	11.0233
ABCG2	4.8911
ABCG4	0
ABCG5	0.438045
ABCG8	14.9008
ABHD1	9.94809
ABHD10	0.46987
ABHD11	6.11719
ABHD11-AS1	0
ABHD12	12.5126
ABHD12B	0
ABHD13	0
ABHD14A	0
ABHD14A-ACY1	0
ABHD14B	0
ABHD15	16.8876
ABHD16A	4.62293
ABHD16B	0
ABHD17A	4.94978
ABHD17B	0
ABHD17C	13.9377
ABHD2	10.0822
ABHD3	2.6259
ABHD4	0
ABHD5	20.6014
ABHD6	0
ABHD8	0
ABI1	22.6731
ABI2	0
ABI3	18.907
ABI3BP	0
ABL1	1.02803
ABL2	17.1618
ABLIM1	2.3288
ABLIM2	4.21626
ABLIM3	11.8304
ABO	58.6927
ABR	5.55437
ABRA	0
ABRACL	0
ABT1	0
ABTB1	0
ABTB2	0.705796
ACAA1	13.4313
ACAA2	4.5171
ACACA	2.70824
ACACB	1.4627
ACAD10	2.90544
ACAD11	0
ACAD8	7.25223
ACAD9	10.7841
ACADL	0
ACADM	0
ACADS	0
ACADSB	4.42753
ACADVL	1.10126
ACAN	5.55425
ACAP1	0
ACAP2	0.633635
ACAP3	5.29621
ACAT1	0
ACAT2	18.3142
ACBD3	0
ACBD4	6.06133
ACBD5	13.6707
ACBD6	0
ACBD7	15.0562
ACCS	14.0204
ACCSL	0
ACD	16.1703
ACE	5.28796
ACE2	0
ACER1	0
ACER2	2.93531
ACER3	20.4655
ACHE	4.43499
ACIN1	25.4057
ACKR1	12.3687
ACKR2	8.4575
ACKR3	13.5241
ACKR4	0
ACLY	0
ACMSD	15.0953
ACO1	3.97626
ACO2	7.44379
ACOT1	0
ACOT11	6.7063
ACOT12	0
ACOT13	17.0276
ACOT2	0
ACOT4	0
ACOT6	36.9497
ACOT7	8.35936
ACOT8	0
ACOT9	0
ACOX1	4.48471
ACOX2	0
ACOX3	0
ACOXL	1.53924
ACP1	45.8639
ACP2	6.37441
ACP5	0
ACP6	0
ACPP	0.760866
ACPT	6.89193
ACR	0
ACRBP	0
ACRC	0.74592
ACRV1	0
ACSBG1	0
ACSBG2	26.652
ACSF2	1.69768
ACSF3	19.8941
ACSL1	8.73027
ACSL3	0.819633
ACSL4	0.458746
ACSL5	0
ACSL6	3.44118
ACSM1	0
ACSM2A	21.652
ACSM2B	9.0953
ACSM3	0
ACSM4	0
ACSM5	0
ACSM6	0
ACSS1	32.8661
ACSS2	0
ACSS3	0
ACTA1	0
ACTA2	0
ACTA2-AS1	0
ACTB	292.629
ACTBL2	0
ACTC1	12.3817
ACTG1	237.951
ACTG1P17	1.54663
ACTG1P20	16.7967
ACTG1P4	0
ACTG2	0
ACTL10	0
ACTL6A	0
ACTL6B	0
ACTL7A	8.47218
ACTL7B	14.9496
ACTL8	0.674191
ACTL9	6.39373
ACTN1	4.10702
ACTN1-AS1	0
ACTN2	3.52144
ACTN3	0
ACTN4	22.142
ACTR10	0.994591
ACTR1A	3.32798
ACTR1B	0
ACTR2	27.6941
ACTR3	27.7673
ACTR3B	17.3259
ACTR3BP2	0
ACTR3BP5	0.777142
ACTR3C	0
ACTR5	0.977783
ACTR6	0.491954
ACTR8	0
ACTRT1	0
ACTRT2	77.4974
ACTRT3	19.8458
ACVR1	0.390575
ACVR1B	0
ACVR1C	15.1959
ACVR2A	0.668162
ACVR2B	14.2065
ACVR2B-AS1	0
ACVRL1	4.23286
ACY1	2.67782
ACY3	0
ACYP1	0
ACYP2	24.3911
ADA	0
ADAD1	4.59532
ADAD2	0
ADAL	0
ADAM10	13.5021
ADAM11	7.6421
ADAM12	1.69164
ADAM15	21.2645
ADAM17	6.61716
ADAM18	1.01385
ADAM19	0.17453
ADAM1A	0.421258
ADAM2	0
ADAM20	8.58304
ADAM20P1	6.66108
ADAM21	7.67933
ADAM21P1	0.604493
ADAM22	18.3305
ADAM23	0
ADAM28	7.0651
ADAM29	9.70483
ADAM30	21.8939
ADAM32	0
ADAM33	2.02911
ADAM3A	4.00736
ADAM5	0
ADAM6	21.1332
ADAM7	3.12542
ADAM8	7.46602
ADAM9	0
ADAMDEC1	0
ADAMTS1	19.1481
ADAMTS10	0
ADAMTS12	0.232725
ADAMTS13	12.3536
ADAMTS14	0.874501
ADAMTS15	1.61495
ADAMTS16	0
ADAMTS17	13.1542
ADAMTS18	1.1607
ADAMTS19	0
ADAMTS19-AS1	0
ADAMTS2	2.07148
ADAMTS20	0
ADAMTS3	6.88093
ADAMTS4	12.5969
ADAMTS5	8.85717
ADAMTS6	4.37368
ADAMTS7	6.27024
ADAMTS7P1	0
ADAMTS8	0.320255
ADAMTS9	4.19129
ADAMTS9-AS1	4.76493
ADAMTS9-AS2	0
ADAMTSL1	9.67637
ADAMTSL2	13.8089
ADAMTSL3	8.09837
ADAMTSL4	9.28608
ADAMTSL4-AS1	4.09406
ADAMTSL5	0
ADAP1	0.640407
ADAP2	3.92831
ADAR	9.67186
ADARB1	0
ADARB2	3.08504
ADARB2-AS1	0
ADAT1	15.5878
ADAT2	6.02091
ADAT3	0
ADCK1	0
ADCK2	6.18292
ADCK3	6.52993
ADCK4	0
ADCK5	0
ADCY1	16.9361
ADCY10	2.54757
ADCY10P1	0.760131
ADCY2	0.521603
ADCY3	13.4589
ADCY4	0
ADCY5	9.43682
ADCY6	0.584045
ADCY7	0.558056
ADCY8	20.449
ADCY9	7.33195
ADCYAP1	12.7042
ADCYAP1R1	15.4316
ADD1	0
ADD2	17.5417
ADD3	7.50548
ADD3-AS1	0
ADGB	0.217313
ADGRA1	1.59108
ADGRA1-AS1	0
ADGRA2	24.4347
ADGRA3	5.83036
ADGRB1	0
ADGRB2	8.17386
ADGRB3	4.0665
ADGRD1	16.4246
ADGRE1	0
ADGRE2	7.42046
ADGRE3	0
ADGRE4P	9.22836
ADGRE5	28.0117
ADGRF1	3.35849
ADGRF2	3.59278
ADGRF3	6.29617
ADGRF4	4.49984
ADGRF5	0.596716
ADGRG1	3.50032
ADGRG2	2.45948
ADGRG3	0
ADGRG4	3.96627
ADGRG5	13.2224
ADGRG6	7.66104
ADGRG7	0
ADGRL1	3.61052
ADGRL2	0
ADGRL3	0.372984
ADGRL3-AS1	0
ADGRL4	0
ADGRV1	1.09814
ADH1A	0
ADH1B	5.80562
ADH1C	0.719652
ADH4	5.57843
ADH5	8.62887
ADH6	0
ADH7	0
ADHFE1	0
ADI1	33.8817
ADIG	0
ADIPOQ	1.01139
ADIPOQ-AS1	10.9534
ADIPOR1	2.42196
ADIPOR2	0
ADIRF	0
ADK	0
ADM	5.66007
ADM2	7.22922
ADM5	0
ADNP	0.191655
ADNP-AS1	0
ADNP2	15.7755
ADO	14.4745
ADORA1	0
ADORA2A	44.2917
ADORA2A-AS1	0.715436
ADORA2B	0.664412
ADORA3	0
ADPGK	6.99659
ADPGK-AS1	0
ADPRH	20.3066
ADPRHL1	8.01168
ADPRHL2	0
ADPRM	0
ADRA1A	8.57759
ADRA1B	4.34602
ADRA1D	30.6921
ADRA2A	7.54479
ADRA2B	3.15934
ADRA2C	0
ADRB1	13.3676
ADRB2	0
ADRB3	24.1198
ADRBK1	0.34208
ADRBK2	16.6925
ADRM1	47.7303
ADSL	16.1726
ADSS	10.34
ADSSL1	0
ADTRP	10.4792
AEBP1	0
AEBP2	30.801
AEN	11.4289
AES	7.62028
AFAP1	11.9166
AFAP1-AS1	17.7533
AFAP1L1	1.99738
AFAP1L2	0
AFF1	2.30672
AFF2	1.82656
AFF3	10.5894
AFF4	6.58427
AFG3L1P	5.29572
AFG3L2	8.85768
AFM	0
AFMID	8.06392
AFP	0
AFTPH	0.288754
AGA	0
AGAP1	9.56306
AGAP1-IT1	0
AGAP11	13.5318
AGAP2	25.1697
AGAP2-AS1	0
AGAP3	0.433211
AGAP4	6.46483
AGAP5	0
AGAP6	9.94817
AGAP7P	8.58609
AGAP9	0
AGBL1	0
AGBL1-AS1	0
AGBL2	1.63461
AGBL3	0
AGBL4	0
AGBL4-IT1	3.82039
AGBL5	2.49099
AGBL5-AS1	0
AGER	0
AGFG1	5.94883
AGFG2	0.479981
AGGF1	0
AGK	41.2049
AGL	0.479427
AGMAT	0.752026
AGMO	23.0188
AGO1	5.15702
AGO2	1.38818
AGO3	0
AGO4	4.18497
AGPAT1	0
AGPAT2	0
AGPAT3	7.79566
AGPAT4	2.01215
AGPAT4-IT1	0
AGPAT5	5.40441
AGPAT6	5.42451
AGPAT9	6.86878
AGPS	8.72385
AGR2	0
AGR3	0
AGRN	1.2394
AGRP	0
AGT	1.8707
AGTPBP1	0
AGTR1	0
AGTR2	0
AGTRAP	0
AGXT	4.82311
AGXT2	2.61809
AHCTF1	3.66404
AHCTF1P1	6.00385
AHCY	0
AHCYL1	12.0922
AHCYL2	3.985
AHDC1	1.61461
AHI1	15.8514
AHNAK	25.7304
AHNAK2	10.8794
AHR	14.7996
AHRR	17.7913
AHSA1	46.9972
AHSA2	0
AHSG	0
AHSP	0
AICDA	3.00172
AIDA	5.14882
AIF1	20.058
AIF1L	13.3224
AIFM1	4.43756
AIFM2	2.18614
AIFM3	4.77826
AIG1	6.13264
AIM1	16.3881
AIM1L	16.003
AIM2	0
AIMP1	0
AIMP2	0
AIP	0
AIPL1	3.44387
AIRE	0
AIRN	23.5838
AJAP1	15.3608
AJUBA	0
AK1	12.9612
AK2	43.1326
AK3	8.36368
AK4	0.991562
AK5	0
AK6	0
AK7	0.358128
AK8	0
AK9	0
AKAP1	12.6472
AKAP10	2.37009
AKAP11	3.51697
AKAP12	8.79478
AKAP13	0.988664
AKAP14	0
AKAP17A	0
AKAP2	2.34237
AKAP3	0.353521
AKAP4	0
AKAP5	1.58132
AKAP6	3.24702
AKAP7	9.85644
AKAP8	18.2521
AKAP8L	8.31731
AKAP9	3.33152
AKIP1	9.60576
AKIRIN1	0.465688
AKIRIN2	0
AKNA	9.37518
AKNAD1	0
AKR1A1	0
AKR1B1	13.1818
AKR1B10	0.805028
AKR1B15	0
AKR1C1	0
AKR1C2	0
AKR1C3	0
AKR1C4	0
AKR1C6P	0
AKR1C8P	6.95557
AKR1D1	0.466461
AKR1E2	0
AKR7A2	12.8866
AKR7A2P1	1.0053
AKR7A3	0
AKR7L	6.99244
AKT1	3.0265
AKT1S1	5.5571
AKT2	15.5784
AKT3	4.01109
AKTIP	3.42191
ALAD	12.6589
ALAS1	6.48688
ALAS2	13.0438
ALB	0
ALCAM	22.7222
ALDH16A1	18.5736
ALDH18A1	6.47319
ALDH1A1	0
ALDH1A2	0.738633
ALDH1A3	9.354
ALDH1B1	12.3884
ALDH1L1	0
ALDH1L1-AS1	0
ALDH1L1-AS2	18.9122
ALDH1L2	0.151386
ALDH2	0
ALDH3A1	2.85043
ALDH3A2	4.11654
ALDH3B1	0.975177
ALDH3B2	0
ALDH4A1	0
ALDH5A1	2.69181
ALDH6A1	4.98028
ALDH7A1	19.4842
ALDH8A1	3.02899
ALDH9A1	18.8903
ALDOA	104.066
ALDOB	3.50485
ALDOC	0
ALG1	8.6078
ALG10	1.89759
ALG10B	17.7586
ALG11	17.8935
ALG12	0
ALG13	0
ALG14	0
ALG1L	15.1754
ALG1L2	2.97699
ALG1L9P	20.4516
ALG2	0.845752
ALG3	0
ALG5	0
ALG6	2.10019
ALG8	0
ALG9	4.62213
ALK	0
ALKBH1	9.80451
ALKBH2	26.7024
ALKBH3	2.4638
ALKBH3-AS1	0.647963
ALKBH4	16.8627
ALKBH5	2.40279
ALKBH6	0
ALKBH7	13.9843
ALKBH8	11.8372
ALLC	0
ALMS1	3.378
ALMS1-IT1	7.90065
ALMS1P	0.807394
ALOX12	4.13357
ALOX12-AS1	0
ALOX12B	0
ALOX12P2	15.5956
ALOX15	15.2335
ALOX15B	8.74558
ALOX15P1	0
ALOX5	2.54519
ALOX5AP	0
ALOXE3	0
ALPI	0.722375
ALPK1	16.1317
ALPK2	5.75335
ALPK3	3.70318
ALPL	3.69148
ALPP	0
ALPPL2	0
ALS2	4.85124
ALS2CL	0
ALS2CR11	21.2238
ALS2CR12	9.90595
ALX1	0
ALX3	0
ALX4	15.9574
ALYREF	0
AMACR	0.463385
AMBN	0
AMBP	0
AMBRA1	11.0458
AMD1	5.04522
AMDHD1	0
AMDHD2	0.811566
AMELX	0
AMELY	0
AMER1	0.93698
AMER2	6.79371
AMER3	24.6188
AMFR	0.326243
AMH	6.76474
AMHR2	16.2472
AMICA1	0
AMIGO1	11.2847
AMIGO2	8.50621
AMIGO3	0
AMMECR1	0
AMMECR1L	2.98815
AMN	0
AMN1	2.69097
AMOT	1.57452
AMOTL1	18.6221
AMOTL2	23.0915
AMPD1	6.0971
AMPD2	21.905
AMPD3	14.3123
AMPH	1.07438
AMT	0
AMTN	0
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	0
AMZ1	7.75797
AMZ2	0.697724
AMZ2P1	2.39605
ANAPC1	6.44438
ANAPC10	0
ANAPC11	1.41021
ANAPC13	26.9895
ANAPC15	0
ANAPC16	8.2318
ANAPC1P1	10.7037
ANAPC2	0
ANAPC4	0
ANAPC5	0.51524
ANAPC7	16.3725
ANG	0
ANGEL1	11.3313
ANGEL2	5.20269
ANGPT1	10.4447
ANGPT2	15.9918
ANGPT4	0
ANGPTL1	0
ANGPTL2	7.23748
ANGPTL3	0
ANGPTL4	26.6946
ANGPTL5	2.5714
ANGPTL6	0
ANGPTL7	0
ANHX	0
ANK1	0.146266
ANK2	1.13363
ANK3	6.49873
ANKAR	18.3847
ANKDD1A	0
ANKDD1B	0
ANKEF1	6.44552
ANKFN1	0
ANKFY1	9.98021
ANKH	9.78484
ANKHD1	10.5931
ANKHD1-EIF4EBP3	0
ANKIB1	1.50316
ANKK1	15.2116
ANKLE1	6.9912
ANKLE2	8.53255
ANKMY1	4.44947
ANKMY2	0
ANKRA2	0
ANKRD1	1.89149
ANKRD10	25.3035
ANKRD11	8.96185
ANKRD12	15.6719
ANKRD13A	0
ANKRD13B	0.74717
ANKRD13C	12.941
ANKRD13D	0
ANKRD16	8.25317
ANKRD17	7.64128
ANKRD18A	0
ANKRD18B	0
ANKRD18DP	20.6281
ANKRD19P	0
ANKRD2	0
ANKRD20A1	0
ANKRD20A11P	0
ANKRD20A12P	118.388
ANKRD20A19P	3.84086
ANKRD20A2	0
ANKRD20A3	0
ANKRD20A4	0
ANKRD20A5P	1.58101
ANKRD20A8P	0
ANKRD20A9P	42.1617
ANKRD22	0
ANKRD23	0
ANKRD24	0
ANKRD26	12.0915
ANKRD26P1	5.78322
ANKRD26P3	0
ANKRD27	0
ANKRD28	6.77347
ANKRD29	0
ANKRD30A	8.16327
ANKRD30B	20.0484
ANKRD30BL	19.6888
ANKRD30BP2	15.5192
ANKRD30BP3	1.01455
ANKRD31	2.46156
ANKRD32	0
ANKRD33	0
ANKRD33B	11.9559
ANKRD34A	29.5828
ANKRD34B	12.4631
ANKRD34C	2.9633
ANKRD34C-AS1	0
ANKRD35	0
ANKRD36	0.182075
ANKRD36B	2.10096
ANKRD36BP1	2.03631
ANKRD36BP2	1.46618
ANKRD36C	1.82243
ANKRD37	3.1251
ANKRD39	0
ANKRD40	13.1182
ANKRD42	3.84912
ANKRD44	10.1531
ANKRD44-IT1	23.5976
ANKRD45	0
ANKRD46	0
ANKRD49	18.3813
ANKRD50	9.65225
ANKRD52	6.52352
ANKRD53	0
ANKRD54	30.0845
ANKRD55	0
ANKRD6	1.1619
ANKRD60	11.4201
ANKRD61	0
ANKRD62	2.44148
ANKRD62P1-PARP4P3	0
ANKRD63	6.02334
ANKRD65	26.6679
ANKRD66	17.2902
ANKRD7	14.6373
ANKRD9	16.5422
ANKS1A	9.33951
ANKS1B	3.7517
ANKS3	5.4207
ANKS4B	1.64347
ANKS6	1.74829
ANKUB1	0
ANKZF1	10.6862
ANLN	0
ANO1	0
ANO1-AS2	0
ANO10	0
ANO2	7.91639
ANO3	6.93611
ANO4	3.08222
ANO5	2.22284
ANO6	14.648
ANO7	0
ANO8	0.28032
ANO9	0
ANOS1	5.05955
ANP32A	40.3222
ANP32A-IT1	0.360359
ANP32AP1	0
ANP32B	0
ANP32C	0
ANP32D	0
ANP32E	15.9288
ANPEP	12.216
ANTXR1	27.5344
ANTXR2	15.6303
ANTXRL	1.07011
ANTXRLP1	0
ANXA1	0
ANXA10	0
ANXA11	7.35672
ANXA13	0
ANXA2	14.9503
ANXA2P1	0
ANXA2P2	2.03661
ANXA2P3	0
ANXA2R	0
ANXA3	0
ANXA4	9.77641
ANXA5	0
ANXA6	4.16627
ANXA7	10.9495
ANXA8	0
ANXA8L1	0
ANXA9	0.689845
AOAH	0
AOAH-IT1	0
AOC1	3.98737
AOC2	5.60495
AOC3	0
AOC4P	8.35266
AOX1	0
AOX2P	1.88313
AP1AR	0
AP1B1	18.5231
AP1B1P1	29.4853
AP1G1	2.66139
AP1G2	0
AP1M1	18.1099
AP1M2	10.8443
AP1S1	0
AP1S2	0
AP1S3	46.5222
AP2A1	6.17858
AP2A2	18.1448
AP2B1	6.40684
AP2M1	28.3932
AP2S1	47.7533
AP3B1	15.017
AP3B2	0
AP3D1	7.10816
AP3M1	2.91853
AP3M2	4.55252
AP3S1	41.5404
AP3S2	0
AP4B1	3.43323
AP4B1-AS1	3.65572
AP4E1	3.87273
AP4M1	0
AP4S1	5.25615
AP5B1	0.518161
AP5M1	8.42354
AP5S1	2.78735
AP5Z1	4.98868
APAF1	7.38712
APBA1	3.28737
APBA2	10.7628
APBA3	1.71093
APBB1	4.3289
APBB1IP	0
APBB2	1.30213
APBB3	6.36236
APC	7.11947
APC2	3.98912
APCDD1	0
APCDD1L	27.5464
APCDD1L-AS1	1.17853
APCS	0
APEH	6.9588
APELA	9.65282
APEX1	0
APEX2	0
APH1A	49.7296
APH1B	3.43568
API5	13.3622
APIP	11.5546
APITD1	0
APITD1-CORT	0.00243271
APLF	0
APLN	12.1183
APLNR	32.062
APLP1	0
APLP2	30.2687
APMAP	0
APOA1	0
APOA1-AS	0
APOA1BP	3.70328
APOA2	0
APOA4	33.9748
APOA5	26.8673
APOB	8.78443
APOBEC1	0
APOBEC2	0
APOBEC3A	2.84413
APOBEC3A_B	16.3786
APOBEC3B	0
APOBEC3B-AS1	9.32062
APOBEC3C	1.25129
APOBEC3D	3.86983
