Gene symbol	Con2__3
A1BG	3.93388
A1BG-AS1	0.439188
A1CF	0.0154704
A2M	0
A2M-AS1	0
A2ML1	0
A2MP1	0
A3GALT2	0.113539
A4GALT	4.15603
A4GNT	0
AA06	0
AAAS	34.6226
AACS	20.1731
AACSP1	0
AADAC	0.0668389
AADACL2	0
AADACL2-AS1	0
AADACL3	0
AADACL4	0
AADACP1	0.0430467
AADAT	2.85889
AAED1	15.7225
AAGAB	33.0313
AAK1	5.57603
AAMDC	27.457
AAMP	71.0055
AANAT	0.0565651
AAR2	37.6152
AARD	1.30476
AARS	91.6184
AARS2	6.239
AARSD1	17.8126
AASDH	2.09792
AASDHPPT	9.14622
AASS	3.2344
AATBC	0.0214855
AATF	62.3529
AATK	0.0289279
AATK-AS1	0
ABALON	86.4817
ABAT	0.143365
ABCA1	16.452
ABCA10	0.00771181
ABCA11P	1.66106
ABCA12	0.0480871
ABCA13	0.0473819
ABCA17P	0
ABCA2	3.93682
ABCA3	1.60488
ABCA4	0.00663767
ABCA5	0.397291
ABCA6	0.00927458
ABCA7	2.16502
ABCA8	0.0733104
ABCA9	0
ABCA9-AS1	0
ABCB1	0
ABCB10	4.08041
ABCB11	0
ABCB4	0.0130178
ABCB5	0
ABCB6	7.21566
ABCB7	7.8383
ABCB8	14.6171
ABCB9	6.18795
ABCC1	10.1063
ABCC10	2.08285
ABCC11	0.0554153
ABCC12	0
ABCC13	0
ABCC2	1.20734
ABCC3	14.4577
ABCC4	13.3956
ABCC5	3.17535
ABCC5-AS1	0
ABCC6	0.345316
ABCC6P1	0.018683
ABCC6P2	0.366199
ABCC8	0
ABCC9	1.28097
ABCD1	8.66854
ABCD2	0.0827422
ABCD3	14.7253
ABCD4	4.03732
ABCE1	31.1282
ABCF1	36.8637
ABCF2	45.8127
ABCF3	42.2731
ABCG1	0.0170684
ABCG2	1.77533
ABCG4	0.0415188
ABCG5	0
ABCG8	0
ABHD1	0.0376719
ABHD10	12.5355
ABHD11	18.3842
ABHD11-AS1	3.49141
ABHD12	59.8479
ABHD12B	0.0735277
ABHD13	5.14135
ABHD14A	11.9529
ABHD14A-ACY1	0
ABHD14B	13.6162
ABHD15	9.99319
ABHD16A	9.38384
ABHD16B	4.44623
ABHD17A	65.6558
ABHD17B	9.26418
ABHD17C	8.00606
ABHD2	30.1745
ABHD3	5.27438
ABHD4	8.22688
ABHD5	10.8783
ABHD6	10.1425
ABHD8	26.233
ABI1	14.4727
ABI2	17.7493
ABI3	0.124448
ABI3BP	1.29357
ABL1	23.2796
ABL2	11.4404
ABLIM1	9.41864
ABLIM2	0.0396648
ABLIM3	20.5206
ABO	0
ABR	51.2878
ABRA	0
ABRACL	28.649
ABT1	10.6411
ABTB1	7.5614
ABTB2	2.20045
ACAA1	36.8383
ACAA2	31.8343
ACACA	7.5163
ACACB	1.3384
ACAD10	4.04432
ACAD11	2.25729
