Gene symbol	Con3__2
A1BG	3.48288
A1BG-AS1	0.42625
A1CF	0.0559466
A2M	0
A2M-AS1	0
A2ML1	0.0102796
A2MP1	0
A3GALT2	0
A4GALT	3.56024
A4GNT	0
AA06	0
AAAS	31.4422
AACS	15.6973
AACSP1	0
AADAC	0.0732258
AADACL2	0
AADACL2-AS1	0
AADACL3	0
AADACL4	0
AADACP1	0.0946624
AADAT	3.93365
AAED1	15.3931
AAGAB	29.5502
AAK1	5.89459
AAMDC	29.0282
AAMP	64.1688
AANAT	0
AAR2	32.0984
AARD	1.26521
AARS	82.3705
AARS2	6.05955
AARSD1	12.8691
AASDH	1.89806
AASDHPPT	10.9847
AASS	3.41089
AATBC	0.0233398
AATF	50.0115
AATK	0.0104225
AATK-AS1	0
ABALON	89.1335
ABAT	0.211334
ABCA1	24.5414
ABCA10	0.00836795
ABCA11P	2.16253
ABCA12	0.0520397
ABCA13	0.0633944
ABCA17P	0
ABCA2	3.99813
ABCA3	1.61341
ABCA4	0
ABCA5	0.398908
ABCA6	0.0201391
ABCA7	2.10068
ABCA8	0.0911616
ABCA9	0
ABCA9-AS1	0
ABCB1	0
ABCB10	4.18347
ABCB11	0
ABCB4	0.0424703
ABCB5	0
ABCB6	6.14261
ABCB7	7.77563
ABCB8	12.0853
ABCB9	4.78874
ABCC1	12.9081
ABCC10	1.98766
ABCC11	0.0120349
ABCC12	0
ABCC13	0
ABCC2	1.05638
ABCC3	16.2194
ABCC4	14.8779
ABCC5	2.65305
ABCC5-AS1	0
ABCC6	0.552842
ABCC6P1	0.0407113
ABCC6P2	0.307605
ABCC8	0
ABCC9	1.59101
ABCD1	8.18178
ABCD2	0.189645
ABCD3	18.801
ABCD4	4.39334
ABCE1	34.3175
ABCF1	27.122
ABCF2	51.693
ABCF3	33.0151
ABCG1	0
ABCG2	2.30493
ABCG4	0.0301016
ABCG5	0
ABCG8	0
ABHD1	0.0413377
ABHD10	11.3414
ABHD11	16.462
ABHD11-AS1	3.44587
ABHD12	55.8161
ABHD12B	0.0403254
ABHD13	5.13948
ABHD14A	13.9801
ABHD14A-ACY1	0.000564035
ABHD14B	14.1868
ABHD15	9.83105
ABHD16A	10.7716
ABHD16B	3.52599
ABHD17A	62.2124
ABHD17B	11.0721
ABHD17C	8.16195
ABHD2	36.1402
ABHD3	6.278
ABHD4	7.78964
ABHD5	10.5157
ABHD6	11.9527
ABHD8	23.0981
ABI1	18.4493
ABI2	20.6809
ABI3	0.135906
ABI3BP	1.69366
ABL1	23.8682
ABL2	12.1853
ABLIM1	11.1481
ABLIM2	0
ABLIM3	20.8492
ABO	0
ABR	51.9748
ABRA	0
ABRACL	34.2567
ABT1	9.61833
ABTB1	6.88229
ABTB2	2.59708
ACAA1	32.6075
ACAA2	29.6923
ACACA	8.0938
ACACB	1.44527
ACAD10	3.55335
ACAD11	2.99567
ACAD8	4.44479
ACAD9	31.4079
ACADL	0
ACADM	11.0555
ACADS	13.3368
ACADSB	3.22626
ACADVL	95.8175
ACAN	0
ACAP1	0.311721
ACAP2	9.67812
ACAP3	17.3397
ACAT1	19.8061
ACAT2	12.9575
ACBD3	20.0808
ACBD4	2.56104
ACBD5	13.0127
ACBD6	26.3197
ACBD7	1.03676
ACCS	2.08466
ACCSL	0
ACD	20.905
ACE	0.129131
ACE2	0
ACER1	0
ACER2	0.464902
ACER3	6.1715
ACHE	0.0287108
ACIN1	34.026
ACKR1	0
ACKR2	0.0186112
ACKR3	0.487127
ACKR4	0.0720017
ACLY	119.077
ACMSD	0.098181
ACO1	68.426
ACO2	28.2664
ACOT1	2.31157
ACOT11	0.0863719
ACOT12	0
ACOT13	3.28723
ACOT2	10.3823
ACOT4	0.0359453
ACOT6	0
ACOT7	60.93
ACOT8	41.3803
ACOT9	32.0166
ACOX1	7.28023
ACOX2	3.92403
ACOX3	8.26338
ACOXL	0
ACP1	54.6339
ACP2	21.3313
ACP5	12.2891
ACP6	3.45555
ACPP	0.509742
ACPT	0
ACR	0
ACRBP	0.0305102
ACRC	0.120796
ACRV1	0
ACSBG1	0.185491
ACSBG2	0
ACSF2	8.16226
ACSF3	5.13599
ACSL1	22.7768
ACSL3	23.2823
ACSL4	63.2811
ACSL5	1.48071
ACSL6	0.0822996
ACSM1	0
ACSM2A	0
ACSM2B	0.0232684
ACSM3	0.274622
ACSM4	0.0666982
ACSM5	1.7371
ACSM6	0
ACSS1	0.0459277
ACSS2	25.526
ACSS3	0.453265
ACTA1	0.119577
ACTA2	13.238
ACTA2-AS1	0
ACTB	3589.86
ACTBL2	0.15844
ACTC1	0.0146988
ACTG1	2674.3
ACTG1P17	0.106344
ACTG1P20	0.293368
ACTG1P4	0
ACTG2	0.273384
ACTL10	2.50376
ACTL6A	34.2214
ACTL6B	0
ACTL7A	0
ACTL7B	0
ACTL8	0.216798
ACTL9	0
ACTN1	123.347
ACTN1-AS1	0
ACTN2	0.0108845
ACTN3	0
ACTN4	280.792
ACTR10	23.5525
ACTR1A	90.8836
ACTR1B	29.0002
ACTR2	128.921
ACTR3	68.4976
ACTR3B	3.54043
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	0
ACTR5	9.42585
ACTR6	6.88052
ACTR8	11.4731
ACTRT1	0
ACTRT2	0
ACTRT3	0
ACVR1	17.1623
ACVR1B	5.02975
ACVR1C	0.115514
ACVR2A	1.66395
ACVR2B	0.500277
ACVR2B-AS1	0.0665372
ACVRL1	0
ACY1	15.147
ACY3	0
ACYP1	18.6997
ACYP2	8.32473
ADA	4.21354
ADAD1	0
ADAD2	0
ADAL	5.31561
ADAM10	64.4179
ADAM11	0.0244301
ADAM12	44.166
ADAM15	24.8644
ADAM17	14.0732
ADAM18	0
ADAM19	1.58876
ADAM1A	0.486479
ADAM2	0
ADAM20	0.0198204
ADAM20P1	0
ADAM21	0.312789
ADAM21P1	0.166869
ADAM22	2.0702
ADAM23	2.09477
ADAM28	0.317065
ADAM29	0
ADAM30	0
ADAM32	0.0813257
ADAM33	0
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	6.3761
ADAM9	89.587
ADAMDEC1	0
ADAMTS1	33.9581
ADAMTS10	0
ADAMTS12	9.85572
ADAMTS13	0.0560251
ADAMTS14	0.0202906
ADAMTS15	1.01196
ADAMTS16	1.03196
ADAMTS17	0.0167359
ADAMTS18	0.709488
ADAMTS19	0
ADAMTS19-AS1	0
ADAMTS2	0.652155
ADAMTS20	0.0463668
ADAMTS3	0.182528
ADAMTS4	0.521736
ADAMTS5	8.82313
ADAMTS6	1.31363
ADAMTS7	1.13488
ADAMTS7P1	0
ADAMTS8	0.0148264
ADAMTS9	0.0144254
ADAMTS9-AS1	0
ADAMTS9-AS2	0
ADAMTSL1	7.05329
ADAMTSL2	0.145607
ADAMTSL3	0.00721301
ADAMTSL4	0.0186995
ADAMTSL4-AS1	0
ADAMTSL5	0
ADAP1	0.0883178
ADAP2	0
ADAR	30.3914
ADARB1	0.429271
ADARB2	0
ADARB2-AS1	0
ADAT1	11.4622
ADAT2	1.40519
ADAT3	3.42923
ADCK1	3.46054
ADCK2	29.9271
ADCK3	4.84644
ADCK4	12.7657
ADCK5	3.02018
ADCY1	0
ADCY10	0.0588193
ADCY10P1	0
ADCY2	0
ADCY3	8.18356
ADCY4	0
ADCY5	0
ADCY6	7.57991
ADCY7	5.04679
ADCY8	20.0675
ADCY9	2.317
ADCYAP1	0
ADCYAP1R1	0.00822208
ADD1	57.4473
ADD2	5.06784
ADD3	17.0614
ADD3-AS1	0.0477279
ADGB	0
ADGRA1	0
ADGRA1-AS1	0
ADGRA2	0.114327
ADGRA3	10.7186
ADGRB1	0.00963057
ADGRB2	3.69528
ADGRB3	0
ADGRD1	0.197968
ADGRE1	7.8457
ADGRE2	0.0982351
ADGRE3	0
ADGRE4P	0
ADGRE5	60.0932
ADGRF1	0.0513128
ADGRF2	0.0833399
ADGRF3	0.0337852
ADGRF4	6.745
ADGRF5	0.00921592
ADGRG1	249.539
ADGRG2	1.17469
ADGRG3	0
ADGRG4	0
ADGRG5	0.0917958
ADGRG6	0
ADGRG7	0
ADGRL1	2.08074
ADGRL2	3.343
ADGRL3	0.0259776
ADGRL3-AS1	0
ADGRL4	0.150175
ADGRV1	0.191071
ADH1A	0
ADH1B	0
ADH1C	0
ADH4	0
ADH5	58.8444
ADH6	0
ADH7	0
ADHFE1	0.0303476
ADI1	78.772
ADIG	0
ADIPOQ	0
ADIPOQ-AS1	0
ADIPOR1	62.4767
ADIPOR2	31.7153
ADIRF	0.770108
ADK	47.3996
ADM	24.0365
ADM2	0
ADM5	0.72609
ADNP	19.2485
ADNP-AS1	1.18497
ADNP2	8.82426
ADO	12.209
ADORA1	9.20844
ADORA2A	2.95484
ADORA2A-AS1	0.238702
ADORA2B	28.7882
ADORA3	0
ADPGK	28.934
ADPGK-AS1	1.88858
ADPRH	1.73687
ADPRHL1	0.858881
ADPRHL2	35.3109
ADPRM	2.8911
ADRA1A	0.0977239
ADRA1B	1.47662
ADRA1D	0
ADRA2A	0.0279545
ADRA2B	0
ADRA2C	0
ADRB1	0
ADRB2	0.167506
ADRB3	0
ADRBK1	24.4402
ADRBK2	1.64492
ADRM1	195.843
ADSL	45.8608
ADSS	23.0411
ADSSL1	0.363998
ADTRP	2.27738
AEBP1	0.0132099
AEBP2	7.64486
AEN	29.7667
AES	271.696
AFAP1	8.11699
AFAP1-AS1	0
AFAP1L1	0.0660938
AFAP1L2	1.14968
AFF1	6.12872
AFF2	0.0084892
AFF3	3.06101
AFF4	22.1656
AFG3L1P	1.09794
AFG3L2	44.3425
AFM	0
AFMID	10.075
AFP	0.0838899
