Gene symbol	Con3__1
A1BG	3.10985
A1BG-AS1	0.266979
A1CF	0.0062816
A2M	0
A2M-AS1	0
A2ML1	0
A2MP1	0
A3GALT2	0
A4GALT	2.8749
A4GNT	0
AA06	0
AAAS	32.977
AACS	17.9922
AACSP1	0
AADAC	0.122304
AADACL2	0
AADACL2-AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	4.35177
AAED1	17.252
AAGAB	29.972
AAK1	5.82392
AAMDC	24.0987
AAMP	63.4446
AANAT	0.069597
AAR2	37.085
AARD	1.48106
AARS	83.3541
AARS2	6.24851
AARSD1	12.9733
AASDH	1.73493
AASDHPPT	10.3828
AASS	2.97197
AATBC	0.0259892
AATF	49.4643
AATK	0.0233065
AATK-AS1	0
ABALON	91.5817
ABAT	0.185773
ABCA1	24.1179
ABCA10	0.00931786
ABCA11P	2.13124
ABCA12	0.0434603
ABCA13	0.084037
ABCA17P	0
ABCA2	4.0427
ABCA3	1.84992
ABCA4	0
ABCA5	0.416138
ABCA6	0.0112126
ABCA7	2.05431
ABCA8	0.0930947
ABCA9	0
ABCA9-AS1	0
ABCB1	0
ABCB10	4.15812
ABCB11	0
ABCB4	0.0157599
ABCB5	0
ABCB6	6.39333
ABCB7	7.93923
ABCB8	13.002
ABCB9	4.7386
ABCC1	12.6587
ABCC10	2.81692
ABCC11	0.0402216
ABCC12	0
ABCC13	0
ABCC2	1.00203
ABCC3	16.5378
ABCC4	15.7693
ABCC5	2.97381
ABCC5-AS1	0
ABCC6	0.41582
ABCC6P1	0
ABCC6P2	0.114166
ABCC8	0
ABCC9	1.63102
ABCD1	7.46005
ABCD2	0.111143
ABCD3	19.8976
ABCD4	4.84819
ABCE1	33.9615
ABCF1	27.4328
ABCF2	52.4191
ABCF3	32.6376
ABCG1	0.020702
ABCG2	2.33693
ABCG4	0.0167579
ABCG5	0
ABCG8	0
ABHD1	0
ABHD10	11.9049
ABHD11	17.6695
ABHD11-AS1	2.13171
ABHD12	49.5756
ABHD12B	0
ABHD13	5.4653
ABHD14A	11.0105
ABHD14A-ACY1	0.000216659
ABHD14B	13.5581
ABHD15	10.8926
ABHD16A	10.0109
ABHD16B	4.10794
ABHD17A	61.1975
ABHD17B	8.95864
ABHD17C	6.25321
ABHD2	35.4366
ABHD3	5.87919
ABHD4	7.85599
ABHD5	9.97958
ABHD6	11.2738
ABHD8	23.1751
ABI1	18.9755
ABI2	20.8091
ABI3	0.030206
ABI3BP	1.43116
ABL1	23.6774
ABL2	12.8282
ABLIM1	10.9588
ABLIM2	0
ABLIM3	18.5415
ABO	0
ABR	51.0178
ABRA	0.0447986
ABRACL	33.1409
ABT1	9.79441
ABTB1	6.91258
ABTB2	2.68532
ACAA1	34.3555
ACAA2	30.6511
